Dep_Lemma	Head_Lemma	Count
2003	عَام	25
2003	مَايُو	3
2003	مُؤتَمَر	1
2003	نِهَايَة	1
2003	يَنَايِر	2
2003	يُولِيُو	1
2003	يُونِيُو	4
2004	1	1
2004	2003	2
2004	تيلكوم	3
2004	دِيسَمبِر	1
2004	سَنَة	1
2004	عَام	9
2004	مُدَّة	1
2005	2004	1
2005	أُكتُوبِر	1
2005	سَنَة	2
2005	عَام	7
2005	يَنَايِر	1
2006	عَام	5
2007	بَدَأ	1
2009	2004	1
2009	سَنَة	2
2009	عَام	1
201	سَجَّل	1
2010	زِيَادَة	1
2010	عَام	9
202	وَفَّر	1
2020	عَام	3
2025	سَنَة	2
2025	عَام	1
2030	عَام	1
205	تَجَاوَز	1
2050	سَنَة	4
206	عَهد	1
206	وَ	1
208140	سَجَّل	1
20،00	مُنتَصَف	2
21	08	1
21	28	1
21	40	2
21	4566	1
21	أَكَّد	1
21	أَلقَى	1
21	استجوابهما	1
21	اِلتَقَى	1
21	بَلَغ	2
21	تَرَاجَع	1
21	زِرَاعَة	1
21	شَدَّد	1
21	عَقَد	2
21	عِيَار	1
21	مُستَحِقّ	1
21	مُقَرَّر	1
21	نَاقَش	1
21	نِسبَة	2
21	يَوم	2
21.2	تَرَاجُع	1
21.6	بَلَغ	1
21.6	نِسَاء	1
21.9	بَلَغ	1
210	100	1
210	سَاكِن	1
210	نُمُوّ	1
2100	سَنَة	1
2100	عَام	1
211	أَوقَع	1
212	مِليَار	1
215.30	870.4	1
21،00	سَاعَة	1
21،30	سَاعَة	1
22	10	1
22	12	1
22	22	1
22	25	1
22	31	1
22	43	1
22	أَمضَى	1
22	أَوَّل	1
22	الكحلوت	1
22	اِستَثمَر	1
22	اِستَخرَج	1
22	اِنسِحَاب	1
22	بَدَأ	1
22	تَجَاوَز	1
22	تَخفِيض	1
22	تَعَادَل	1
22	حَاجِز	1
22	حَلّ	1
22	سَاكِن	2
22	عَرض	1
22	قَادِر	1
22	مُعَدَّل	1
22	نِسبَة	2
22	وَصَل	1
22	يَوم	2
22.8	زِيَادَة	1
220	206	1
220	ضَمّ	1
2200	سَنَة	4
2200	كَانُون	1
2200	لمونديال	1
223	إِلَى	1
227	قِيمَة	1
227	هُوَ	1
22760	مَنَح	1
22،15	سَاعَة	1
22،30	سَاعَة	1
23	10	1
23	11	1
23	14	2
23	23	2
23	26	2
23	30	1
23	39	1
23	أَحَد	1
23	أَعلَى	1
23	اِحتَجَز	1
23	اِختَطَف	1
23	اِستَضَاف	1
23	اِستَمَرّ	1
23	اِلتَقَى	1
23	بَلَغ	2
23	تَعَادُل	2
23	جَرَح	1
23	دَقِيقَة	1
23	رَقم	1
23	سَبت	1
23	سَعَى	2
23	عَاد	1
23	غَادَر	1
23	قَتِيل	3
23	مَا	1
23	مَلَك	1
23	مُحتَجَز	1
23	مُقَرَّر	2
23	نَفط	1
23	نِسبَة	1
23	يَوم	3
23.3	بَلَغ	1
23.54	وَصَل	1
23.85	وَصَل	1
230	2.04	1
230	مِسَاحَة	1
23128	حَضَر	1
233	بَلَغ	1
2341	مَقتَل	1
235	إِنتَاج	1
236.37	بَلَغ	1
237	اِرتَفَع	1
237.195	مَا	1
238.1	بَلَغ	1
24	26	3
24	27	1
24	75	1
24	أَغلَق	1
24	أَقَلّ	1
24	إِنقَاذ	1
24	اوري	1
24	اَل	1
24	اِستَمَرّ	1
24	اِقتَصَر	1
24	اِنسِحَاب	1
24	بَلَغ	1
24	ثَالِث	1
24	حَمَل	1
24	سَاعَة	1
24	شَمِل	1
24	شَنّ	1
24	عَمِل	2
24	غُومِيش	1
24	فَاز	1
24	فَرّ	1
24	قَرُب	1
24	مَصرَع	1
24	مُتَوَقِّف	1
24	مُجَهَّز	1
24	مُدَّة	2
24	مُعَدَّل	1
24	وَجَد	1
24	يَوم	9
24.4	زَاد	1
240	قَدَّر	1
240	قِيمَة	1
242	قَرَار	1
244	إِجمَالِيّ	1
245	وَصَل	1
247	اِتِّفَاق	1
248	اِرتَفَع	1
248	قِيمَة	1
25	11	1
25	15	1
25	20	3
25	22	1
25	23	2
25	24	2
25	24.4	1
25	27	2
25	28	3
25	3	2
25	55	1
25	8	1
25	80	1
25	أَطَال	1
25	أَقَام	1
25	أَقَلّ	1
25	أَكثَر	1
25	أَنقَذ	1
25	أُردُنّ	1
25	إِيرَان	1
25	إِيَاب	1
25	اِنتَهَى	1
25	اِنعَقَد	1
25	بَالِغ	2
25	بَلَغ	1
25	تجيكوزو	1
25	تَحَطَّم	2
25	تَرَاوَح	1
25	تَعَاوَن	1
25	تَعَرَّض	1
25	تَوقِيع	1
25	خَرَج	2
25	دَعَم	1
25	دَفَع	2
25	زرينة	1
25	زَاد	1
25	زِيَادَة	2
25	شَمِل	1
25	طَالَب	1
25	عَاد	1
25	عَرَض	1
25	فَترَة	1
25	فَشَل	6
25	فَشِل	1
25	قَدَّر	1
25	قَطَر	1
25	قَلّ	1
25	قِيمَة	2
25	لَعِب	1
25	مَثَّل	1
25	مُدِير	1
25	مُعَدَّل	1
25	نتانيا	1
25	نِسبَة	4
25	هُنَاكَ	1
25	وَ	1
25	وَرِث	1
25	يَوم	3
25.4	خَفض	1
25.4	وَصَل	1
25.67	وَصَل	1
250	أَكثَر	2
250	اِستِيرَاد	1
250	بَلَغ	2
250	ذِكرَى	1
250	رَأسمَال	1
250	قَدِم	1
250	قَفَز	1
250	قِيمَة	1
250	نَحو	1
250	وَجَد	1
250،1	وُصُول	1
252.2	وَصَل	1
254.6	تَرَاجَع	1
2578	3.8	1
258	رَأسمَال	2
25،2	بَلَغ	1
26	10	1
26	160	1
26	23	1
26	25	1
26	3	2
26	31	2
26	79	1
26	اِرتَفَع	1
26	اِستَمَرّ	1
26	اِستِثمَار	1
26	باقري	1
26	بَلَغ	1
26	تَمّ	1
26	تَوَفُّر	1
26	رَصِيد	1
26	زَوجَة	1
26	سَبعَة	1
26	عَقَد	1
26	فَترَة	1
26	نَشَر	2
26	يَوم	2
26.3	بَالِغ	2
263	لَحم	1
264	1272	1
2650	وَصَل	1
269.08	418.6	1
27	10	1
27	26	2
27	60	1
27	7	1
27	أَعلَن	1
27	إِحصَاء	1
27	السفياني	1
27	بايبل	1
27	بَلَغ	3
27	تَخَطَّى	1
27	تَطَوُّر	1
27	تَفَاهَم	1
27	راباييتش	1
27	زَاد	1
27	سُوقِيّ	1
27	عُضو	1
27	فَرَض	1
27	قَلّ	1
27	قِيمَة	1
27	مَخزَن	1
27	مُسَجَّل	1
27	مِصرِيّ	1
27	هُنَاكَ	1
27	وَصَل	1
27	يعملن	1
27	يَوم	8
27.1	بَلَغ	1
27.7	زَاد	1
270	بَلَغ	1
270	مَبلَغ	1
270	مَقتَل	1
270	مِليُون	1
2700	بَلَغ	1
273.43	بَلَغ	1
275	بَلَغ	1
279.8	948.2	1
28	09	2
28	10	1
28	11	1
28	19	1
28	2	1
28	25	1
28	26	1
28	28	1
28	52	1
28	أَقفَل	1
28	إِيرَان	1
28	اِحتَفَل	1
28	اِستَمَرّ	1
28	بَالِغ	1
28	توقيفهما	1
28	تَعَادُل	1
28	جَمَع	1
28	حَلّ	1
28	خَطّ	1
28	عَاد	1
28	عَقَد	1
28	فَاز	2
28	فَترَة	1
28	كَان	1
28	لَاعِب	1
28	مُسَجَّل	1
28	مُقَرَّر	2
28	نِسبَة	1
28	هُوَ	1
28	وَصَل	1
28	يَوم	5
28.1	زَاد	1
28.5	مَثَّل	1
28.7	61.2	1
28.7	حَدّ	1
280	330	1
280	وَصَل	1
281	غَادَر	1
285	وَصَل	1
287	بَلَغ	1
2880	80	1
29	08	1
29	31	1
29	43	1
29	أَعلَن	1
29	اِستَضَاف	1
29	اِنتَهَى	1
29	بَلَغ	2
29	رِبح	1
29	عَجز	1
29	عُمُومِيّ	1
29	ميغ	2
29	مُوَافِق	1
29	نِسبَة	1
29	وَصَل	1
29	يَوم	8
29.2	بَالِغ	1
290	هُوَ	1
292	مَثَّل	1
298	اِستَفَاد	1
298	حَدَّد	1
299	مِليَار	1
299	وَصَل	1
2،13	دَفع	1
2،2	نَحو	1
2،2	وَصَل	1
2،3	إِحَالَة	1
2،4	مُخَصَّص	1
2،4	هُوَ	1
2،41	61	1
2،5	قِيمَة	1
2،6	26	1
2،6	كُلفَة	1
2،9	رَجُل	1
2،9	مَا	1
3	1	1
3	10	1
3	14	1
3	16	3
3	17	2
3	2	3
3	5	4
3	6	19
3	7	1
3	أَبُوظَبِي	1
3	أَجرَى	1
3	أَشَار	1
3	أَقرَض	1
3	أَكبَر	1
3	أَكثَر	1
3	أُسطُول	1
3	إِضَافَة	1
3	اَلبَرَازِيل	1
3	اِحتَاج	1
3	اِرتِفَاع	1
3	اِستَهدَف	1
3	اِستِقطَاب	1
3	اِعتَزَم	1
3	اِمتَدّ	1
3	اِنخِفَاض	1
3	اِنضَمّ	1
3	اِنطَلَق	1
3	بَانكُوك	2
3	بَرلِين	1
3	بَرَّأ	1
3	بَغدَاد	1
3	بَلَغ	2
3	بَيرُوت	4
3	بِكِين	7
3	تَجَاوَز	2
3	تَخصِيص	1
3	تَرَاوَح	1
3	تَزَوَّج	1
3	تَشغِيل	1
3	تَضَخُّم	1
3	تَوَقَّف	1
3	ثَلَاثَة	1
3	جَرَى	1
3	حُكُومِيّ	1
3	خَسَارَة	1
3	خَطَّط	1
3	دَورِيّ	1
3	دِمَشق	1
3	سَام	1
3	سَاهَم	1
3	سَجَّل	2
3	سَيطَر	1
3	سُوِيسرِيّ	1
3	شنتشن	1
3	شنيانغ	2
3	شهاب	9
3	شيامن	1
3	شَانغهَاي	2
3	ص	1
3	صفر	1
3	صِين	2
3	ضَمَان	1
3	طَرح	1
3	عَذَاب	1
3	عَمَّان	2
3	غَزَّة	2
3	فَاز	1
3	فَشِل	1
3	فَوز	4
3	قِيمَة	1
3	كونمينغ	1
3	كَأس	1
3	كَفَى	1
3	كُونج	1
3	كُونغ	1
3	مُحَمَّد	1
3	مُدَّة	4
3	مُوسكُو	1
3	هوهيهوت	1
3	هُوَ	1
3	وأوزبكستان	1
3	وَ	2
3	وَافَق	1
3	وَزَّع	1
3	وَصَل	3
3	وَفَاة	1
3	يَوم	6
3.1	عَالَم	1
3.133	500	1
3.2	2.2	1
3.2	20	1
3.2	بَلَغ	1
3.2	تَرَاجَع	1
3.2	تَرَاوَح	1
3.2	نِسبَة	1
3.236	20	1
3.366	بَلَغ	1
3.5	سَجَّل	1
3.5	نَال	1
3.69	اِنخِفَاض	1
3.7	أُردُنّ	1
3.8	وَاقِع	1
3.86	اِنخِفَاض	1
30	100	1
30	14	1
30	أَثِينَا	1
30	أَصدَر	1
30	أَقَام	1
30	أَكثَر	4
30	إِنشَاء	1
30	الحرازين	1
30	السعدي	1
30	المنفذة	1
30	اِحتِفَال	1
30	اِعتِبَار	1
30	بَارِيس	1
30	بَعُد	1
30	بَغدَاد	3
30	بَلَغ	3
30	تَارِيخ	1
30	تَرَاوَح	1
30	تَعَاقُد	1
30	تَقدِيم	1
30	حَكَم	1
30	دَوحَة	1
30	رِيَاض	1
30	زَاد	2
30	زَوَاج	1
30	سَاعَة	1
30	سِنّ	1
30	شَارَك	1
30	طَهرَان	1
30	عَمَّان	1
30	عِيد	1
30	فَاز	1
30	قرين	1
30	قَاهِرَة	2
30	قَدَّر	1
30	قُطعَة	1
30	قِيمَة	1
30	كَان	1
30	كَلَّف	1
30	لَندَن	1
30	موبيرو	1
30	مَا	3
30	مُقَارَنَة	1
30	مُقَرَّر	2
30	نِسبَة	1
30	وَاشِنطُن	1
30	وَصَل	1
30	يَوم	3
300	أَصل	1
300	أَكثَر	3
300	اِستِقطَاب	1
300	بَلَغ	1
300	تَجَاوَز	1
300	خَسَارَة	1
300	خَصّ	1
300	زَار	1
300	زِيَادَة	1
300	سُقُوط	1
300	ضَمّ	1
300	طَاقَة	1
300	قَدَّر	1
300	مَا	2
300	مُتَوَجِّه	1
300	مِيرَاث	1
300	نَحو	1
300	وَ	1
300	وَرِث	1
3000	أَكثَر	1
3001	وَصَل	1
302	سُقُوط	2
307	بَلَغ	1
307	زِيَادَة	1
307	قَام	1
308	تَأَلَّف	1
308	تَنَافُس	1
309	أَصبَح	1
31	09	1
31	22	1
31	اِجتِمَاع	1
31	اِختَتَم	1
31	بَلَغ	1
31	جاكوبس	1
31	حَصَل	1
31	حَكَم	1
31	سَجَّل	1
31	شَوط	1
31	عَثَر	1
31	عَمِل	1
31	قَضَى	1
31	مُستَمِرّ	1
31	مُصَدِّرَة	1
31	مُقَدَّم	1
31	يَوم	1
31.29	اِنكِمَاش	1
310	قَفَز	1
3100	آوَى	1
3120	دَار	1
314	180	1
314	أَصل	1
314	اِرتِفَاع	1
31،9	بَلَغ	1
32	10	1
32	11	1
32	أَقَام	1
32	أَكثَر	1
32	بَلَغ	2
32	حَدّ	1
32	دَور	1
32	دَولَة	1
32	ذِكرَى	1
32	رَقم	1
32	مَا	1
32.4	بَلَغ	1
32.491	مَاكِينَة	1
320	تَوطِين	1
320	زَاد	1
3200	وَصَل	2
324	عَرَبَة	1
325	سَجَّل	1
3270	سِعر	1
33	140	1
33	17	1
33	2880	1
33	30	1
33	35	2
33	89	1
33	اِرتَفَع	2
33	اِرتِفَاع	1
33	بَلَغ	1
33	توريس	1
33	شميث	1
33	ظَهَر	1
33	قَرِب	1
33	مَا	1
33	مَبلَغ	1
330	إِنتَاج	1
330	هُنَاكَ	1
3300	بَلَغ	1
3300	شنتشن	1
3300	وَصَل	1
333	قِيمَة	1
335.78	بَلَغ	1
338	242	1
339	وَازَى	1
34	08	1
34	132	1
34	2	1
34	25	1
34	تَسجِيل	1
34	تَسَلَّم	1
34	حَائِزَة	2
34	حُصُول	1
34	دَمَّر	1
34	عَدَد	1
34	قَتَل	1
34	قَدَّر	1
34	مَجمُوعَة	1
34	مِسَاحَة	1
34	وَصَل	1
34	وَفَاة	1
34.3	اِرتَفَع	1
34.5	نَال	1
340	تياريت	1
3420	اِرتِفَاع	1
34339	تَلَقَّى	1
345	إِلَى	1
346	وَ	1
346.407	وَصَل	1
3484	جُرح	1
35	10	1
35	11	1
35	3484	1
35	أَكثَر	2
35	المطيري	1
35	اِرتَفَع	2
35	اِستِثمَار	1
35	بَعُد	1
35	بَلَغ	1
35	تَجَاوَز	1
35	دَبَّابَة	1
35	ضراغمة	1
35	عَمِل	1
35	عُضو	1
35	فَاز	1
35	فَوز	1
35	قَدَّر	1
35	مَا	1
35	هُنَاكَ	2
35	هُوَ	1
35.9	بَلَغ	1
350	37	1
350	أَكثَر	2
350	اِنخِفَاض	1
350	تَجَاوَز	1
350	زَاد	1
350	زِيَادَة	1
350	سَجَّل	1
350	قَدَّر	1
350	قَفَز	1
350	مَعُونَة	1
350	مِليُون	1
3500	خُرُوج	1
351	تَرَاجُع	1
352	مِليَار	1
353	هَاجَم	1
3550	تَرَاوَح	1
358	4	1
36	07	1
36	08	2
36	8	1
36	بَلَغ	1
36	زِيَادَة	1
36	عَادَل	1
36	نِسبَة	1
361	رَقم	1
362	عَام	1
363	بَلَغ	1
367	يقيم	1
37	09	1
37	اِرتَفَع	1
37	اِنتِشَار	1
37	اِنضَمّ	1
37	بسلم	1
37	زِيَادَة	1
37	مَنَح	1
37	مُعَدَّل	1
37	نَاهَز	1
370	أَكثَر	1
373	اِرتِفَاع	1
374	قَتَل	1
375	8	1
37،5	69،4	1
38	09	1
38	10	1
38	13	1
38	34	1
38	قَدَّر	1
38	كَان	1
38	وِيلكِنز	1
38.8	883	1
380	سَجَّل	1
380	طُول	1
3800	تَرَاوَح	1
384	وَجَد	1
386	بَلَغ	1
38،3	اِنخِفَاض	1
39	24	1
39	المقداد	1
39	بَلَغ	2
39	تَحذِير	1
39	عَادَل	1
39	نِسبَة	1
395	150	1
395	قِرض	1
395	قِيمَة	1
3،0	رَاوَح	1
3،3	تَرَاجَع	1
3،3	عَاش	1
3،6	27	1
3،7	أَنتَج	1
3،7	بَلَغ	1
4	1	1
4	1272	1
4	17	1
4	2	1
4	3	1
4	30	1
4	4	2
4	40	1
4	6	21
4	9	1
4	أَحَد	1
4	أَقَام	1
4	أَكثَر	4
4	أَنجَب	2
4	إِحدَاث	1
4	إِسترَاتِيجِيَّة	1
4	الاربعاء	1
4	اِستَمَرّ	1
4	اِنعَقَد	1
4	برصيد	1
4	بَطَل	1
4	بَلَغ	2
4	بِنيَة	1
4	تَجَاوَز	1
4	تَرَاوَح	1
4	تَنفِيذ	1
4	حَامِلَة	1
4	حَقَّق	1
4	خَسَارَة	1
4	دَام	1
4	رَقم	1
4	زَاد	1
4	سَلَّم	1
4	شهاب	1
4	شَارَك	1
4	صَادِر	1
4	ضَبط	1
4	طَرِيق	1
4	عَادَل	1
4	فَاز	2
4	فَترَة	1
4	فَوز	2
4	قِسم	1
4	قِيمَة	1
4	مَا	1
4	مَلَك	2
4	مُرُور	1
4	مُعَطَّل	1
4	مُقَرَّر	1
4	مُوَاجَهَة	1
4	نوسيب	1
4	نِسبَة	1
4	وَازَى	1
4	وَصَل	2
4	يَوم	2
4.1	اِرتِفَاع	1
4.1	وَصَل	1
4.25	دَار	1
4.42	قِيمَة	1
4.5	أَصبَح	1
4.5	إِيرَاد	1
4.5	بَلَغ	2
4.5	وَصَل	1
4.53	بَلَغ	1
4.6	تَرَاجَع	1
4.6	وَصَل	1
4.9	3.2	1
40	20	2
40	240	1
40	35	1
40	60	1
40	80	1
40	أَكثَر	1
40	أُوتِي	1
40	اِجتَذَب	1
40	اِستَنفَد	1
40	بَلَغ	3
40	تَخفِيض	1
40	حَدّ	1
40	شِرَاء	1
40	ضَبَط	1
40	عَاش	1
40	عُمق	1
40	غبريال	1
40	غَير	1
40	قَرُب	1
40	قِطَاع	1
40	قِيمَة	2
40	مَا	1
40	مَثَّل	1
40	مَقتَل	1
40	مُشَارَكَة	2
40	مُنَاقَشَة	1
40	نِسبَة	1
40	وَ	1
40	وَاقِع	1
40	وَجَد	1
40	وَجَّه	1
40	وَصَل	1
40.2	بَلَغ	1
400	300	2
400	أَقَام	1
400	أَكثَر	1
400	إِنتَاج	1
400	اِرتَفَع	1
400	اِستِيرَاد	1
400	تَجَاوَز	2
400	تَطَلَّب	1
400	زِيَادَة	1
400	طَاقَة	1
400	عَاد	1
400	قِيمَة	2
400	مَا	1
400	مِليَار	1
400	هُوَ	1
400	وَصَل	1
400	وُجُود	1
4000	9500	1
405	وَصَل	1
405.7	مِليَار	1
406.5	اِزدَاد	1
41	07	1
41	08	1
41	09	1
41	10	1
41	قَتِيل	2
4113	بَلَغ	1
412	قِيمَة	1
415	سِعر	1
418.6	وَاقِع	1
419	وَصَل	1
41،5	أَصَاب	1
42	10	1
42	سَجَّل	1
42	عَالَم	1
42	لُبنَان	1
42	مَقتَل	1
42	وَصَل	1
425	اِرتِفَاع	1
425	هُنَاكَ	1
429	كي	1
429	مِليَار	1
43	11	1
43	200	1
43	25	1
43	أحييت	1
43	اِستَحوَذ	1
43	اِعتِمَاد	1
43	تَجَاوَز	1
43	جَاء	1
43	رَجُل	1
43	ضَمّ	1
43	مولير	1
43.68	270	1
432	7	1
4368	اِنتَقَل	1
44	10	1
44	بَلَغ	2
44	زِيَادَة	2
44	سَهم	1
44	عُمر	1
44	فَوز	1
4423	اِحتَلّ	1
445	عَمِيق	1
45	بَلَغ	1
45	رَجُل	1
45	رَقم	1
45	عَاد	1
45	فِقدَان	1
45	قِيمَة	1
45	كِنت	1
45	نِسبَة	1
45	نِسَاء	1
45	هُوَ	1
45.5	بَلَغ	1
450	150	1
450	وَصَل	1
4500	إِضَافَة	2
4500	وَصَل	1
45221	8132	2
4566	عَيِّنَة	1
46	20	1
46	ايبيه	1
46	اِستَحوَذ	1
46	سَيَّارَة	1
46	محروس	1
46	مُحتَلّ	1
46	نِسبَة	1
46.460	مَاكِينَة	1
464	سِعر	2
47	09	1
47	18	1
47	اِرتِفَاع	1
47	بَالِغ	1
47	بَلَغ	1
47	تادرس	1
47	ثَالِث	1
47	سَجَّل	1
47	فَاهَانِين	1
47	لُبنَان	1
470	بَلَغ	1
476	اِرتِفَاع	1
4796000	بَالِغ	1
48	10	1
48	35	1
48	أَتَى	1
48	أَوَّل	1
48	اِرتِفَاع	1
48	تَمّ	1
48	مَثَّل	1
48	وَصَل	1
480	2	1
489	وَصَل	1
48،3	بَلَغ	1
49	بَلَغ	1
49	مِقرَحِيّ	1
495	مُشَارَكَة	1
497	13	1
4،0	3،0	1
4،3	قَدَّر	1
4،4	19	1
4،5	مَا	1
4،9	تَعَرَّض	1
5	1	1
5	14	1
5	3	1
5	42	1
5	46	1
5	495	1
5	6	2
5	7	10
5	أَوقَف	1
5	اِرتِفَاع	1
5	اِستَثمَر	1
5	اِستَغرَق	1
5	اِفتَتَح	1
5	اِنخَفَض	1
5	برصيد	1
5	بَالِغ	1
5	بَلَغ	2
5	بِنَاء	1
5	تَجَاوَز	2
5	تَخفِيض	1
5	تَشَكَّل	1
5	جَلسَة	1
5	خَفض	1
5	زَائِد	1
5	زَاد	1
5	شَكَّل	1
5	صفر	1
5	عَادَل	1
5	عَالَم	1
5	عَرض	1
5	فَوز	1
5	قَام	1
5	قَلّ	1
5	قِمَّة	1
5	كَان	1
5	مَحدُود	1
5	مِصر	1
5	مِليَار	1
5	هُنَاكَ	1
5	هُوَ	1
5	يَوم	4
5.00	سَاعَة	1
5.1	اِرتَفَع	1
5.1	وَصَل	2
5.2	5.1	2
5.2	اِتِّجَاه	1
5.2	اِنخِفَاض	1
5.2	وَصَل	1
5.5	اِرتَفَع	2
5.5	اِنخِفَاض	1
5.5	بَلَغ	2
5.6	تَجَاوَز	1
5.6	نِسبَة	1
5.8	أَنتَج	1
50	10	3
50	100	1
50	11	1
50	50	1
50	أَقَلّ	1
50	أَكثَر	1
50	إِنشَاء	1
50	اِستَخدَم	1
50	اِنخِفَاض	1
50	بجهلز	1
50	بَلَغ	1
50	بُومِردَاس	2
50	تَجَاوَز	1
50	تَخفِيض	1
50	تَدرِيب	1
50	تَرَاوَح	1
50	تَصدِير	1
50	تُونِسِيّ	1
50	زَاد	1
50	سَيَّارَة	1
50	سِبَاق	1
50	شَمِل	1
50	عَالَم	1
50	عَانَى	1
50	مَادَّة	1
50	مَثَّل	1
50	مَغرِب	1
50	مَوَّل	2
50	مُعَدَّل	1
50	نِسبَة	4
50	وَصَل	2
50.4	لَحم	1
500	1.8	1
500	أَصبَح	1
500	أَكثَر	3
500	استافد	1
500	اِستِيرَاد	1
500	بَلَغ	2
500	تَوَفَّى	1
500	حَدّ	1
500	رَأسمَال	1
500	رَفع	2
500	زِيَادَة	2
500	قَدَّر	1
500	قُوَّة	1
500	مُعَدَّل	1
500	مِقدَار	1
500	مِليُون	1
500	وَصَل	2
500	يتعدى	1
5000	1000	1
5000	مِسَاحَة	1
501.7	قَام	1
502	5	1
506	قَرَار	3
51	48	1
51	أَدّ	1
51	أَكثَر	1
51	اِنخَفَض	1
51	جَزَائِر	1
51	فراينتي	1
51	نِسبَة	1
51	وَصَل	1
51.8	وِلَايَة	1
510	أَصل	1
511	شَرِكَة	1
516	بِنَاء	1
52	08	1
52	14	1
52	بَلَغ	1
52	ضَمّ	1
52	غُور	1
52	نِسبَة	1
520	2	1
5200	سَنَة	1
521	اِرتِفَاع	1
523	إِنَّ	1
525	مِليَار	1
53	9500	1
53	بِن	1
53	ضَمّ	1
53	عِرَاق	1
53	متولي	1
53	مَبلَغ	1
532	مِليُون	1
536	عَام	1
536.5	3300	1
539	مِليُون	1
54	07	1
54	09	2
54	2341	1
54	325	1
54	62	1
54	يانف	1
5400	20	1
545	29	1
55	08	1
55	10	1
55	13	1
55	28	1
55	308	1
55	اِحتَجَز	1
55	حَاز	1
55	كيلمنتس	1
55	مَثَّل	2
55.7	يشكلن	1
550	قَدَّم	1
550	مَرحَلَة	1
551	23	1
56	07	1
56	أَصل	1
56	اِرتَفَع	1
56.1	بَلَغ	1
56.132	مَا	1
562	مِسَاحَة	1
566	فَاز	1
567	6	1
567	بَلَغ	1
57	10	1
57	31	1
57	350	1
57	58	1
57	دَقِيقَة	1
57	مَنح	1
57	هُوَ	1
572	قُطعَة	1
58	08	1
58	فَاز	1
58	وَالتِرز	1
58.3	60.8	1
580	وَصَل	1
585	5،2	1
59	07	2
59	58	1
59	بَلَغ	1
59	تَرَاجُع	1
59	سَعُودِيَّة	1
591	اِرتِفَاع	1
597	وَصَل	1
5،00	وَاحِد	1
5،1	خَصَّص	1
5،1	قَدر	1
5،2	بَلَغ	1
5،2	خَصَّص	1
5،5	مَبلَغ	1
5،6	أَكثَر	1
5،71	بَلَغ	1
6	1	1
6	12	2
6	2	3
6	23	1
6	3	2
6	4	7
6	5	3
6	6	26
6	7	9
6	أَصل	1
6	أَضَاف	1
6	أَكثَر	1
6	أَنجَب	1
6	اسوما	1
6	تَحصِيل	1
6	تَرَاوَح	2
6	تَغَلُّب	1
6	جُمعَة	1
6	رَأس	1
6	زَاد	2
6	زَيَّد	1
6	زِيَادَة	2
6	شَارَك	1
6	شَرِكَة	1
6	شَهِد	1
6	فَاز	23
6	فَوز	2
6	قَال	1
6	قِيمَة	1
6	كُلّ	1
6	مَا	1
6	مَالِك	1
6	مَدِينَة	3
6	مَصرَع	1
6	مُدَّة	1
6	مُستَثمِر	2
6	مُسَمَّى	1
6	نَحو	1
6	نَفَّذ	1
6	هُوَ	1
6	وأوزبكستان	1
6	وَصَل	2
6	وَفَّر	1
6	يَوم	2
6.00	سَاعَة	2
6.06	بَلَغ	1
6.179	مِقدَار	1
6.2	عَادَل	1
6.2	نِسبَة	1
6.2	وَصَل	1
6.3	بَلَغ	1
6.30	والساعة	1
6.378	بَلَغ	1
6.4	مُتَأَخِّرَات	1
6.4	وَصَل	1
6.5	6	1
6.5	تَرَاوَح	1
6.5	وَصَل	1
6.6	بتكاليف	1
6.7	لَحم	1
6.780	وَصَل	1
6.8	مَبلَغ	1
6.9	بَلَغ	1
60	4	1
60	أَتَاح	1
60	أَعَاد	1
60	أَكثَر	1
60	اِرتَفَع	1
60	اِستَحوَذ	1
60	اِستِبعَاد	1
60	اِنحِنَاء	1
60	اِنخِفَاض	1
60	بَالِغ	2
60	بَلَغ	3
60	تَأَتَّى	1
60	تَحقِيق	1
60	شِرَاء	1
60	عَانَى	1
60	غُضُون	1
60	قَدَّم	1
60	قَيد	1
60	كوَان	1
60	مُدَّة	1
60	نِسبَة	1
60	هُنَاكَ	1
60	وَصَل	1
60.09	بَلَغ	1
60.24	500	1
60.8	اِرتَفَع	1
600	30	1
600	40	1
600	أَكثَر	1
600	اِرتَفَع	1
600	بَلَغ	2
600	تَجَاوَز	1
600	تَزوِيد	1
600	قِيمَة	1
603	4	1
606	4	1
607.4	948.2	1
608.1	66	1
61	11	1
61	أَصل	1
61	اِمتَلَك	1
61	جَمَّد	1
61.2	كَشَف	1
613	سِعر	1
615	مُتَوَسِّط	1
616	تَرَاوَح	1
6160	3	1
617	620	1
617	وَصَل	1
618	615	1
619	616	1
62	أَقفَل	1
62	إِليُوشِن	1
62	بَلَغ	1
62	تَجَاوَز	1
62	فَاز	1
62	قَطَع	1
620	اِرتَفَع	1
620	اِستَقَرّ	1
628،1	اِرتَفَع	1
628،1	اِنتِهَاء	1
63	380	1
63	بَلَغ	1
63	سُودَان	1
63	عَادَل	1
63	مَادَّة	1
63.669	مَاكِينَة	1
6300	اِرتِفَاع	1
635	7	1
635	نِسبَة	1
64.54	مَبلَغ	1
646	بَلَغ	1
648.3	بَلَغ	1
65	بَلَغ	1
65	رَقم	1
65	زَاد	1
65	سَجَّل	1
65	عبد	1
65.52	تَرَاجَع	1
65.816	مَاكِينَة	1
650	أَسَاس	1
650	اِنخَفَض	1
